Virginia coal quality database (coal sample analyses) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analyses reported:  as-received ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data source:  raw data from USGS coal quality database / non-USGS collectors / Virginia scan and subset created 2006-01-18 (Hostettler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
version:  release copy / data revised 2008-07-09 (Lovett) / format revised 2008-09-09 (Lovett),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
database inventory (all 375 samples accounted for - jal),,U.S. location and geologic setting,,,,"Regional location, coal bed name (in stratigraphic order), geologic formation, and VDMR Id. No. ",,,,,,"USGS Lab. No., location detail, and sample information",,,,,,,,,,,,,,,Proximate Analysis (%),,,,Ultimate Analysis (%),,,,,Heat,,Forms of Sulfur (%),,,,Ash-Fusion Temperature (F),,,,,Major- and Minor-Oxides (%),,,,,,,,,,,,Major- and Minor-Elements (ppm),,,,,,,,,Trace Elements (ppm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS supplemental data,,,
 Sample inventory [jal],Inventory notes (jal),CPROVINC,CREGION,SYSTEM,SER_EPOC,STATE,CFIELD,CBED,CFORMATN,ESTRANK,POINTID [modified to VDMR Id. No.2] ,LABID,USGS Lab No.,POINTID [modified to VDMR Field Id. No.2],LATITUDE1,NS,LONGITUDE1,EW,Quad Map Name,COUNTY,SAMPTHK,COMMENTS [USGS],SAMP_TYPE [VDMR (jal)]2,SAMPTYPE [USGS],SAMP_COND [VDMR (jal)]2,PART_OF_BED [VDMR (jal)]2,MOISTR,VOLMAT,FIXEDC,STDASH,HYDRGN,CARBON,NITRGN,OXYGEN,SULFUR,BTU/LB,ADLOSS,SLFATE,SLFPYR,SLFORG,FRESWL,ASHDEF,ASHSOF,ASHFLD,HGI [VDMR (jal)]2,COMPL_No [VDMR (jal)]2,GSASH,SIO2,AL2O3,CAO,MGO,MNO,NA2O,K2O,FE2O3,TIO2,P2O5,SO3,SI_E,AL_E,CA_E,MG_E,NA_E,K_E,FE_E,TI_E,S_E,AG_E,AS_E,AU_E,B_E,BA_E,BE_E,BI_E,BR_E,CD_E,CE_E,CL_E,CO_E,CR_E,CS_E,CU_E,DY_E,ER_E,EU_E,F_E,GA_E,GD_E,GE_E,HF_E,HG_E,HO_E,IN_E,IR_E,LA_E,LI_E,LU_E,MN_E,MO_E,NB_E,ND_E,NI_E,OS_E,P_E,PB_E,PD_E,PR_E,PT_E,RB_E,RE_E,RH_E,RU_E,SB_E,SC_E,SE_E,SM_E,SN_E,SR_E,TA_E,TB_E,TE_E,TH_E,TL_E,TM_E,U_E,V_E,W_E,Y_E,YB_E,ZN_E,ZR_E,,POINTID [USGS],COLLECTR,SUBDATE,IDMARPLOT       [end]
12 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-7383,W,204620,118C-6,37.255180,N,-82.169182,W,HARMAN (7.5'),BUCHANAN,38.40,"ST,CLINCHFIELD CC,GREENBRIER",Surface mine,1,fresh / unweathered,Full Thickness,3.6,23.3,44.9,28.2,4.1,58.5,1.1,7.4,0.6,"10,302",2.7,0.01,0.19,0.44,4.5,"2,800","2,800","2,800", --- ,1.17,26.4,59,26,0.74,0.78,0,0.2,1.8,3.1,2,0.43,0.25,73000,36000,1400,1200,400,4000,5700,3200,260,0.018,3.9,1.8,22,210,1.5,1.8,5.3,0.074,43,150,9.8,42,2.3,20,4.1,1.8,0.55,120,12,2.8,0.71,2.4,0.023,1.3,1.3,2.8,25,180,0.29,13,1.2,8.7,13,19,4.1,500,16,0.18,13,0.85,28,1.8,0.41,0.41,0.7,8.5,0,3,3.4,340,0.72,0.51,0,7.9,0.85,0.85,2.8,40,0.9,7.7,1.6,9,42,,R7383-118C-6,VADMR-WILKES G P,79/05/19,AAAAAAAAAAAA5901
13 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-7860,W,211174,89A-1,37.198255,N,-82.265246,W,HAYSI (7.5'),DICKENSON,46.80,"ST,SYCAMORE COAL CO",Surface mine,1,fresh / unweathered,Full Thickness,2.7,30.35,55.94,11.01,4.98,73.29,1.38,6.49,2.85,"13,122",1.46,0.42,1.29,1.14,9.0,"2,240","2,360","2,560", --- ,4.27,15.3,41,23,0.67,1.1,0.01,0.45,4.2,23,0.95,0.03,2,29000,18000,730,990,500,5300,25000,870,1200,0.031,120,1.1,17,150,1.5,1.1,4.4,0.089,16,290,3.2,14,2.6,11,2.4,1.1,0.27,260,4.3,1.6,0.16,0.5,0.37,0.73,0.73,1.6,9,9.5,0.1,18,1.1,1,5.5,7.2,2.4,21,8.4,0.11,7.3,0.49,20,1.1,0.24,0.49,0.35,3.2,7.1,1.2,0.16,130,0.2,0.04,0,2.3,0.49,0.49,0.89,18,0.3,3.8,0.6,13,15,,R7860-89A-1,VADMR-WILKES G P,80/08/20,AAAAAAAAAAAA5898
14 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-7866,W,211173,88C-17,37.049906,N,-82.243711,W,DUTY (7.5'),DICKENSON,66.00,"ST,SMITH GAP #2",Surface mine,11,slightly weathered,Full Thickness,2.2,28.9,53.23,15.67,4.81,70.82,1.41,6.68,0.61,"12,561",0.94,0.03,0.04,0.54,7.5,"2,690","2,800","2,800", --- ,0.96,17.1,60,26,0.87,1,0,0.45,2.7,3.2,1.7,0.14,1.3,48000,24000,1100,1100,560,3800,3900,1800,910,0.019,1.5,1.2,21,150,1.7,1.2,5.6,0.024,27,70,4.8,22,2.6,14,2.6,1.2,0.41,150,5,1.8,0.43,1.2,0.18,0.81,0.81,1.8,16,16,0.15,7.9,0.48,5.6,12,11,2.6,100,8.6,0.12,8.1,0.55,26,1.2,0.26,0.26,1,4.7,2,1.9,1.1,210,0.44,0.54,0,4.3,0.55,0.55,1.6,29,0.5,8.9,1,17,44,,R7866-88C-17,VADMR-WILKES G P,80/08/20,AAAAAAAAAAAA5893
15 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8167,W,211674,88C-18,37.039352,N,-82.242102,W,DUTY (7.5'),DICKENSON,37.20,"ST,LITTLE SIX COAL CO",Surface mine,1,fresh / unweathered,Full Thickness,2.09,33.28,61.24,3.39,5.39,81.44,1.52,7.47,0.79,"14,427",0.6,0.07,0.17,0.55,8.5,"2,330","2,430","2,680", --- ,1.11,3.1,40,29,3.5,1.1,0.02,0.76,2.5,14,1.4,0.14,3.8,5900,4700,780,210,170,630,2900,250,470,0.019,5.6,0.22,7.4,59,0.74,0.22,3.7,0.031,6.5,510,4.6,5.3,0.6,7.4,0.48,0.22,0.18,100,0.96,0.33,0.37,0.2,0.058,0.15,0.15,0.33,4,4.3,0.05,5.3,1.3,1.1,3.4,5,0.48,18,1.3,0.022,3.3,0.1,28,0.22,0.048,0.048,0.8,1.4,3.1,0.55,0.033,120,0.07,0.13,0,0.85,0.1,0.1,0.46,6.2,0.25,3.1,0.45,1.6,10,,R8167-88C-18,VADMR-WILKES G P,80/10/07,AAAAAAAAAAAA5892
16 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8168,W,211675,89A-2,37.196671,N,-82.265399,W,HAYSI (7.5'),DICKENSON,10.20,"ST,SYCAMORE COAL CO",Surface mine,1,fresh / unweathered,Lower Split,2.7,29.46,55.83,12.01,4.92,72.92,1.46,6.49,2.2,"13,032",1.5,0.26,1.16,0.78,9.0,"2,170","2,340","2,500", --- ,3.38,12.5,53,19,0.49,1.2,0.02,0.3,3.1,19,0.64,0.08,1.1,31000,12000,440,890,280,3200,17000,480,540,0.02,40,0.88,8.6,240,2.5,0.88,6.3,0.089,14,550,7.8,12,2,20,1.9,0.88,0.35,90,3.8,1.3,2.9,0.4,0.068,0.6,0.6,1.3,7.5,11,0.17,21,2,0.66,2.8,16,1.9,45,3.3,0.088,6,0.4,28,0.88,0.19,0.19,1.8,3.9,1.8,1.2,0.13,70,0.16,0.28,0,2.2,0.4,0.4,2.3,21,0.65,5.1,1,43,9.8,,R8168-89A-2,VADMR-WILKES G P,80/10/07,AAAAAAAAAAAA5897
17 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8243,W,212493,90D-18,37.084596,N,-82.588717,W,POUND (7.5'),WISE,30.60,"ST,ISON COAL CO",Surface mine,1,fresh / unweathered,Full Thickness,2.57,31.38,53.51,12.54,4.92,72.22,1.74,6.11,2.47,"12,887",1.26,0.2,1.35,0.92,8.0,"2,230","2,370","2,600", --- ,3.88,10.3,39,25,0.63,1,0.01,0.53,4,26,0.92,0.08,1.4,19000,14000,460,630,400,3400,19000,570,580,0.037,63,0.72,14,110,1.2,0.72,2.8,0.068,13,160,2.8,13,1.5,13,1.6,0.72,0.26,60,5,1.9,5.9,0.49,0.15,0.49,0.49,1.1,7,13,0.09,11,0.42,0.84,3.3,6.4,1.6,38,3.9,0.072,4.9,0.33,15,0.72,0.16,0.16,1.4,3.3,6,1,0.11,47,0.15,0.19,0,2.1,0.33,0.33,1.4,14,0.5,2.5,0.7,6.7,7.6,,R8243-90D-18,VADMR-WILKES G P,80/12/22,AAAAAAAAAAAA5894
18 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8516,W,215874,60A-29,36.979393,N,-82.549051,W,WISE (7.5'),WISE,38.40,SURFACE MINE,Surface mine,1,fresh / unweathered,Lower Split,3.8,32.77,59.77,3.66,5.47,79.84,1.59,8.79,0.65,"14,210",2.38,0.03,0.04,0.58,8.5,"2,410","2,680","2,800", --- ,0.84,3.4,43,32,2.7,0.7,0,1.6,2.8,7,1.7,0.16,3.7,6900,5700,650,140,410,800,1700,350,500,0.016,4.8,0.24,12,75,0.75,0.24,1.3,0.012,7,100,3.7,6.1,0.5,7.5,0.52,0.58,0.15,120,1.3,0.36,0.065,0.3,0.007,0.16,0.16,0.36,3.5,2.3,0.06,1.7,1.1,0.95,3.1,5.1,0.52,24,2.8,0.024,1.6,0.11,28,0.24,0.052,0.052,0.2,1.5,3.2,0.55,0.13,110,0.085,0.13,0,0.9,0.44,0.11,0.39,6.8,0.4,2.4,0.4,2,8.5,,R8516-60A-29,VADMR-WILKES G P,82/03/05,AAAAAAAAAAAA5889
19 / 323,19 / 32 (see 33 - average of 19 + 20),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8563,W,217686,118C-11,37.306845,N,-82.222623,W,HARMAN (7.5'),BUCHANAN,18.00,"UG,HARMAN MINING CORP #5-A",Underground mine,11,slightly weathered,Bench Sample,1.58,31.4,58.75,8.25,5.03,77.6,1.62,6.55,0.93,"13,855",0.77,0.04,0.1,0.78,8.3,"2,468","2,728","2,800", --- , --- ,8.96,54,29,0.77,1.1,0.01,0.91,4.6,6.2,1.1,0.44,1.7,22000,14000,490,580,600,3400,3900,580,590,0.035,7.6,0.43,15,140,1.9,0.63,14,0.079,15,900,3.4,11,1.8,9.6,2.4,1,0.3,230,5.6,4.8,0.49,0.43,0.09,0.43,0.43,0.94,7.7,8,0.086,11,1.5,1.2,11,10,0.94,170,4.6,0.063,4.9,0.14,17,0.63,0.14,0.14,0.6,2.7,3.3,1.2,0.34,140,0.15,0.25,0,2.1,0.63,0.29,1.1,17,0.47,5.3,0.67,7.9,6.7,,W217686-7,VADMR-WILKES G P,82/08/30,AAAAAAAAAAAA5903
20 / 323,20 / 32 (see 33 - average of 19 + 20),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8564,W,217687,118C-12,37.306845,N,-82.222623,W,HARMAN (7.5'),BUCHANAN,38.40,"UG,HARMAN MINING CORP #5-A",Underground mine,11,slightly weathered,Bench Sample,1.58,31.4,58.75,8.25,5.03,77.6,1.62,6.55,0.93,"13,855",0.77,0.04,0.1,0.78,8.3,"2,468","2,728","2,800", --- , --- ,8.96,54,29,0.77,1.1,0.01,0.91,4.6,6.2,1.1,0.44,1.7,22000,14000,490,580,600,3400,3900,580,590,0.035,7.6,0.43,15,140,1.9,0.63,14,0.079,15,900,3.4,11,1.8,9.6,2.4,1,0.3,230,5.6,4.8,0.49,0.43,0.09,0.43,0.43,0.94,7.7,8,0.086,11,1.5,1.2,11,10,0.94,170,4.6,0.063,4.9,0.14,17,0.63,0.14,0.14,0.6,2.7,3.3,1.2,0.34,140,0.15,0.25,0,2.1,0.63,0.29,1.1,17,0.47,5.3,0.67,7.9,6.7,,W217686-7,VADMR-WILKES G P,82/08/30,AAAAAAAAAAAA5903
21 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8572,W,218771,118D-4,37.306349,N,-82.095961,W,GRUNDY (7.5'),BUCHANAN,33.60,"UG,TJ & M COAL CO",Underground mine,1,fresh / unweathered,Full Thickness,2.73,30.93,59.87,6.47,5.05,78.02,1.62,7.64,1.2,"14,103",1.63,0.04,0.37,0.79,8.0,"2,500","2,610","2,730", --- ,1.70,6.5,44,30,1.8,0.71,0,0.96,0.96,12,1.3,0.76,0,13000,10000,840,280,460,520,5400,490,0,0.022,90,0.31,6.2,98,1.4,0.46,15,0.023,17,870,4.7,10,0.3,5.6,1,0.21,0.31,250,3.6,1.5,2.1,0.45,0.4,0.31,0.46,0.68,9.5,6.3,0.07,2.2,1.1,1.5,7.8,10,0.68,210,1.3,0.046,4.6,0.1,14,0.46,0.1,0.1,0.95,2.3,3,1.1,0.43,140,0.14,0.17,0,1.8,2.2,0.21,0.97,12,0.7,4,0.55,2.6,9.8,,R8572-118D-4,VADMR-MILLER B W,82/12/16,AAAAAAAAAAAA5902
22 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8583,W,218768,118C-18,37.358443,N,-82.175825,W,HARMAN (7.5'),BUCHANAN,34.20,"UG,GRACE COAL CORP #1",Underground mine,1,fresh / unweathered,Full Thickness,2.67,31.98,60.92,4.43,4.99,81.05,1.59,6.87,1.07,"14,290",1.61,0.07,0.31,0.69,8.5,"2,240","2,450","2,550", --- ,1.54,4.1,44,26,0.91,1.2,0,1.1,3,13,1.1,0.16,0,8400,5700,270,290,350,1000,3600,270,0,0.019,19,0.2,4.9,78,1.3,0.29,22,0.016,8,1400,3.5,6.5,0.8,5.7,0.63,0.13,0.2,110,2.6,0.92,1.2,0.3,0.31,0.2,0.29,0.43,4,2,0.07,2.1,0.66,0.94,5.3,5.7,0.43,29,0.94,0.029,2.9,0.063,14,0.29,0.063,0.063,0.9,1.7,5.8,0.7,0.13,45,0.1,0.13,0,1,0.29,0.13,0.78,7,0.5,3.2,0.5,3,4.5,,R8583-118C-18,VADMR-MILLER B W,82/12/16,AAAAAAAAAAAA5905
23 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8618,W,223361,118D-15,37.362644,N,-82.041542,W,GRUNDY (7.5'),BUCHANAN,51.60,"ST,BURNRITE",Surface mine,1,fresh / unweathered,Full Thickness,1.9,32.74,60.31,5.05,5.14,80.69,1.57,6.45,1.1,"14,353",1.01,0.11,0.4,0.59,8.0,"2,440","2,520","2,580",57,1.53,5.3,45,28,0.95,0.61,0,1.4,1.6,17,1.4,0.06,1.6,11000,7800,360,200,530,720,6300,460,330,0.044,18,0.25,15,90,3.4,0.37,17,0.016,11,1100,3.7,6.7,0.36,13,0.82,0.17,0.26,30,3.4,1.2,0.45,0.44,0.23,0.25,0.37,0.56,6.1,5.2,0.065,2.4,1.1,2,8.5,12,0.56,16,5,0.037,3.7,0.082,14,0.37,0.082,0.082,0.37,1.5,5.4,0.96,0.38,110,0.11,0.19,0,1.6,0.37,0.17,0.72,13,0.31,4.9,0.53,3.8,13,,R8618-118D-15,VADMR-WILKES G P,83/12/07,AAAAAAAAAAAA5906
24 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8633,W,225106,"118D-20, 21",37.335873,N,-82.036192,W,GRUNDY (7.5'),BUCHANAN,54.60,"UG,BLACK HOLE #1",Underground mine,1,fresh / unweathered,Composite,1.55,29.54,60.49,8.42,5.03,77.81,1.55,6.51,0.68,"13,823",0.78,0.05,0.04,0.59,8.0,"2,540","2,650","2,800",63,1.01,8,41,22,0.81,1.5,0.01,0.78,2.8,4.6,0.87,0.21,1.4,15000,9400,460,740,460,1900,2600,420,440,0.042,2.4,0.38,12,88,1.4,0.56,18,0.042,14,1100,4.5,12,1.1,9.6,1.2,0.26,0.31,100,4.2,1.8,0.48,0.39,0.14,0.38,0.56,0.84,7.4,6.6,0.075,12,1.4,1.2,11,14,0.84,72,3.8,0.056,5.6,0.12,14,0.56,0.12,0.12,0.41,2.8,3.5,1.3,0.62,140,0.15,0.25,0,2.1,0.56,0.26,1.2,20,0.46,6.2,0.77,8.8,12,,"R8633-118D-20,21",VADMR-WILKES G P,84/02/21,AAAAAAAAAAAA5904
25 / 322,25 / 32 (no analyses found),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8721,W,229078,60A-31,36.981667,N,-82.532778,W,WISE (7.5'),WISE,39.60,"ST, MINE / COMPANY NAME ?",Surface mine,1,fresh / unweathered,Partial Seam,3.1,32.5,56.3,8.1,5.3,76.5,1.5,7.9,0.6,"13,630",2.4,0.06,0.02,0.51,8.0,"2,561","2,750","2,804",49,0.88,8.8,50,30,0.97,1.5, --- ,0.65,4.2,5.3,1.3,0.11L,1.6,20000,14000,610,810,420,3100,3300,710, --- ,440,1.9, --- ,18,180,1.2, --- ,4.7,0.035,18,150,3.7,12,1.2,18,1.9L,0.40L,0.38,50,5.0,2.8L,0.48,0.59,0.050L, --- , --- , --- ,10,15,0.13,16,1.3,1.2,14,12, --- ,44L,7.0, --- ,8.8L, --- ,20, --- , --- , --- ,0.27,3.3,4.9,2.1,1.1,120,0.13,0.23, --- ,2.4,0.88L, --- ,0.92,18,0.72,6.5,0.87,11,9.7,,,,,
26 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8741,W,231828,60A-36,36.973799,N,-82.552590,W,WISE (7.5'),WISE,37.20,"ST,STROUTH COAL CO,CVC",Surface mine,11,slightly weathered,Full Thickness,16.46,26.16,53.59,3.79,5.5,62.05,1.25,26.8,0.61,"10,620",11.46,0.01,0.11,0.49,0.0,"2,070","2,250","2,430",77,1.13,4.1,20,18,10,1.8,0.25,0.73,1.3,21,0.62,0.32,17,3900,3800,3000,450,220,430,5900,150,2900,0.041,2.9,0.2,4.5,210,1,0.29,25,0.041,5.5,70,5.1,7.8,0.38,8.2,0.63,0.13,0.15,100,0.53,0.92,0.13,0.27,0.035,0.2,0.29,0.43,2.7,2.3,0.04,78,1.2,0.34,4.5,12,0.43,57,2.2,0.029,2.9,0.063,19,0.29,0.063,0.063,0.21,1.1,1.7,0.68,0.9,98,0.07,0.1,0,0.77,0.29,0.13,0.2,2.6,0.25,2,0.33,45,3.5,,R8741-60A-36,VADMR-WILKES G P,85/07/10,AAAAAAAAAAAA5885
27 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8742,W,231829,60A-37,36.974662,N,-82.552255,W,WISE (7.5'),WISE,34.80,"ST,STROUTH COAL CO,CVC",Surface mine,11,slightly weathered,Full Thickness,15.74,27.28,53.45,3.53,5.43,63.5,1.12,25.96,0.46,"10,733",11.87,0.02,0.02,0.42,0.0,"2,190","2,290","2,580",71,0.93,3.9,37,21,3.1,2.5,0.34,1.1,1.6,14,1.3,0.2,8.9,6700,4400,870,590,330,530,3900,310,1400,0.034,1.1,0.19,5.9,74,0.47,0.27,17,0.039,9.8,70,9.3,6.2,0.32,11,0.6,0.13,0.29,14,0.78,0.87,0.13,0.39,0.035,0.19,0.27,0.41,4.8,2.7,0.079,100,0.47,0.19,5.5,9.4,0.41,34,2.7,0.027,2.7,0.06,20,0.27,0.06,0.06,0.13,1.6,2.7,1.4,0.74,47,0.13,0.19,0,1.2,0.27,0.13,0.43,3.1,0.35,2,0.62,39,2.8,,R8742-60A-37,VADMR-WILKES G P,85/07/10,AAAAAAAAAAAA5887
28 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8752,W,235317,60A-38,36.972469,N,-82.553384,W,WISE (7.5'),WISE,21.60,"ST,STROUTH COAL CO,CVC",Surface mine,1,fresh / unweathered,Upper Split ,2.18,33.51,62.65,1.66,5.38,82.31,1.67,8.02,0.96,"14,793",1.51,0.04,0.27,0.65,8.5,"1,980","2,100","2,360",63,1.35,1.7,0,0,0,1.1,0.01,2.3,0,0,0,0,0,0,0,0,110,290,0,0,0,0,0.029,10,0.081,7.3,80,0.71,0.12,1.4,0.02,3.4,520,5.1,1.9,0.13,12,0.26,0.055,0.098,100,1.1,0.38,0.31,0.064,0.01,0.081,0.12,0.18,1.3,0.95,0.04,2.2,2.2,0.19,2.4,6.3,0.18,0,1.5,0.012,1.2,0.026,9.8,0.12,0.026,0.026,0.6,0.94,1.8,0.45,0.44,66,0.035,0.081,0,0.25,0.12,0.055,0.44,3.4,0.33,2,0.32,5.4,1.3,,R8752-60A-38,VADMR-WILKES G P,86/03/17,AAAAAAAAAAAA5881
29 / 32,,EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8755,W,235318,60A-39,36.972469,N,-82.553384,W,WISE (7.5'),WISE,12.60,"ST,STROUTH COAL CO,CVC",Surface mine,1,fresh / unweathered,Lower Split,2.87,35.79,57.47,3.87,5.43,79.64,1.47,8.31,1.28,"14,412",2.25,0.03,0.68,0.57,8.5,"2,025","2,055","2,270",56,1.80,3.9,26,11,3.8,0.75,0.17,0.72,1.4,43,0.47,0.32,3.5,4800,2200,1100,180,210,450,12000,110,550,0.066,34,0.19,8.6,98,2.2,0.27,4.6,0.059,3.7,590,8.3,4.1,0.25,18,0.6,0.13,0.13,14,0,0.87,1.9,0.11,0.05,0.19,0.27,0.41,2,1.2,0.084,51,0,0.9,1.9,19,0.41,55,2.8,0.027,2.7,0.06,11,0.27,0.06,0.06,1.1,2,2.3,0.63,0,82,0.088,0.12,0,0.6,0.27,0.13,0.47,8.6,0.66,4.3,0.6,25,3.7,,R8755-60A-39,VADMR-WILKES G P,86/03/17,AAAAAAAAAAAA5882
30 / 323,30 / 32 (see 34 - average of 30 + 31),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8812,W,238472,88B-17,37.243019,N,-82.163720,W,PRATER (7.5'),BUCHANAN,32.40,"ST,UNITED COAL CO",Surface mine,1,fresh / unweathered,Bench Sample,2.28,30.29,63.66,3.75,5.33,81.93,1.5,6.35,1.11,"14,606",1.3,0.02,0.47,0.62,8.0,"2,245","2,352","2,519", --- , --- ,3.71,39,27,1.2,0.65,0.01,1.3,2.6,22,1.1,0.1,2.6,6700,5400,310,150,360,800,5600,240,390,0.036,22,0.18,9.9,140,1.2,0.57,13,0.028,8.9,970,4.2,5.3,0.76,12,0.26,0.12,0.23,16,2.7,0.26,2.6,0.24,0.045,0.039,0.057,0.26,4.5,3.3,0.083,3.3,1.7,0.31,4.6,7.3,0.26,16,1.6,0.018,0.43,0.039,21,0.26,0.039,0.012,1.1,1.6,4.9,1.1,0.58,49,0.084,0.14,0,0.92,1.5,0.083,0.89,7.3,0.33,3,0.59,7.5,3.7,,W238472-3,VADMR-WILKES G P,86/10/22,AAAAAAAAAAAA5900
31 / 323,31 / 32 (see 34 - average of 30 + 31),EASTERN,CENTRAL APPALACHIAN,PENNSYLVANIAN,MIDDLE,VIRGINIA,SOUTHWEST VIRGINIA,LYONS,WISE,BITUMINOUS,R-8813,W,238472,88B-18,37.243019,N,-82.163720,W,PRATER (7.5'),BUCHANAN,19.20,"ST,UNITED COAL CO",Surface mine,1,fresh / unweathered,Bench Sample,2.28,30.29,63.66,3.75,5.33,81.93,1.5,6.35,1.11,"14,606",1.3,0.02,0.47,0.62,8.0,"2,245","2,352","2,519", --- , --- ,3.71,39,27,1.2,0.65,0.01,1.3,2.6,22,1.1,0.1,2.6,6700,5400,310,150,360,800,5600,240,390,0.036,22,0.18,9.9,140,1.2,0.57,13,0.028,8.9,970,4.2,5.3,0.76,12,0.26,0.12,0.23,16,2.7,0.26,2.6,0.24,0.045,0.039,0.057,0.26,4.5,3.3,0.083,3.3,1.7,0.31,4.6,7.3,0.26,16,1.6,0.018,0.43,0.039,21,0.26,0.039,0.012,1.1,1.6,4.9,1.1,0.58,49,0.084,0.14,0,0.92,1.5,0.083,0.89,7.3,0.33,3,0.59,7.5,3.7,,W238472-3,VADMR-WILKES G P,86/10/22,AAAAAAAAAAAA5900
